0,0.0314108,0.0627905,0.0941083,0.125333,0.156434,0.187381,0.218143,0.24869,0.278991,0.309017,0.338738,0.368125,0.397148,0.425779,0.45399,0.481754,0.509041,0.535827,0.562083,0.587785,0.612907,0.637424,0.661312,0.684547,0.707107,0.728969,0.750111,0.770513,0.790155,0.809017,0.827081,0.844328,0.860742,0.876307,0.891007,0.904827,0.917755,0.929776,0.940881,0.951057,0.960294,0.968583,0.975917,0.982287,0.987688,0.992115,0.995562,0.998027,0.999507,1,0.999507,0.998027,0.995562,0.992115,0.987688,0.982287,0.975917,0.968583,0.960294,0.951057,0.940881,0.929776,0.917755,0.904827,0.891007,0.876307,0.860742,0.844328,0.827081,0.809017,0.790155,0.770513,0.750111,0.728969,0.707107,0.684547,0.661312,0.637424,0.612907,0.587785,0.562083,0.535827,0.509041,0.481754,0.45399,0.425779,0.397148,0.368125,0.338738,0.309017,0.278991,0.24869,0.218143,0.187381,0.156434,0.125333,0.0941083,0.0627905,0.0314108,7.92822e-13
-0.00999983,0.0214146,0.0528076,0.0841485,0.115406,0.14655,0.17755,0.208374,0.238992,0.269375,0.299491,0.329313,0.358809,0.387951,0.41671,0.445058,0.472967,0.500409,0.527357,0.553785,0.579666,0.604975,0.629687,0.653778,0.677224,0.700001,0.722087,0.743461,0.764101,0.783987,0.803099,0.821419,0.838928,0.855609,0.871445,0.886422,0.900524,0.913737,0.926049,0.937446,0.947919,0.957456,0.966048,0.973687,0.980364,0.986075,0.990812,0.994571,0.997349,0.999142,0.99995,0.999771,0.998605,0.996453,0.993318,0.989203,0.984112,0.978049,0.971021,0.963035,0.954099,0.944221,0.933411,0.92168,0.909039,0.895502,0.88108,0.865789,0.849644,0.83266,0.814854,0.796244,0.776849,0.756686,0.735777,0.714142,0.691802,0.66878,0.645097,0.620777,0.595846,0.570326,0.544243,0.517623,0.490492,0.462877,0.434806,0.406305,0.377403,0.348129,0.318512,0.28858,0.258363,0.227891,0.197194,0.166303,0.135248,0.104059,0.0727671,0.0414038,0.00999983
-0.0199987,0.0114163,0.0428194,0.0741802,0.105468,0.136651,0.1677,0.198583,0.22927,0.259731,0.289936,0.319854,0.349457,0.378715,0.407599,0.436081,0.464133,0.491726,0.518835,0.545431,0.571489,0.596983,0.621888,0.646179,0.669832,0.692825,0.715133,0.736736,0.757612,0.77774,0.797101,0.815674,0.833443,0.85039,0.866497,0.881749,0.896131,0.909629,0.922229,0.933918,0.944687,0.954522,0.963416,0.971359,0.978343,0.984362,0.98941,0.993481,0.996571,0.998678,0.9998,0.999935,0.999083,0.997245,0.994422,0.990619,0.985838,0.980084,0.973363,0.965681,0.957046,0.947467,0.936952,0.925513,0.913161,0.899907,0.885765,0.87075,0.854874,0.838156,0.82061,0.802254,0.783106,0.763186,0.742512,0.721106,0.698988,0.67618,0.652705,0.628586,0.603846,0.578511,0.552604,0.526153,0.499182,0.471718,0.443789,0.415422,0.386645,0.357486,0.327974,0.298139,0.26801,0.237616,0.206988,0.176155,0.145148,0.113999,0.0827365,0.0513927,0.0199987
-0.0299955,0.00141676,0.0328269,0.0642046,0.0955188,0.126739,0.157834,0.188773,0.219526,0.250062,0.280351,0.310364,0.340071,0.369442,0.398448,0.427061,0.455252,0.482995,0.51026,0.537022,0.563255,0.588931,0.614026,0.638515,0.662374,0.685579,0.708108,0.729938,0.751047,0.771416,0.791022,0.809849,0.827876,0.845086,0.861462,0.876988,0.891649,0.905429,0.918316,0.930297,0.94136,0.951493,0.960688,0.968934,0.976225,0.982552,0.987909,0.992291,0.995694,0.998114,0.99955,0.999999,0.999461,0.997937,0.995427,0.991936,0.987466,0.982021,0.975607,0.96823,0.959897,0.950618,0.9404,0.929254,0.917191,0.904223,0.890362,0.875623,0.86002,0.843568,0.826283,0.808183,0.789286,0.769609,0.749173,0.727998,0.706104,0.683514,0.660248,0.636331,0.611787,0.586638,0.560911,0.53463,0.507821,0.480511,0.452728,0.424497,0.395847,0.366807,0.337404,0.307669,0.27763,0.247317,0.21676,0.185989,0.155035,0.123927,0.0926976,0.0613765,0.0299955
-0.0399893,-0.00858297,0.0228312,0.0542225,0.0855603,0.116814,0.147952,0.178944,0.209759,0.240368,0.270739,0.300843,0.33065,0.360131,0.389256,0.417998,0.446326,0.474215,0.501635,0.52856,0.554964,0.58082,0.606103,0.630787,0.654849,0.678265,0.701012,0.723066,0.744408,0.765014,0.784865,0.803942,0.822226,0.839698,0.856341,0.87214,0.887077,0.901139,0.914312,0.926583,0.937939,0.948369,0.957864,0.966413,0.974008,0.980643,0.986309,0.991002,0.994717,0.997451,0.9992,0.999963,0.999739,0.998529,0.996333,0.993154,0.988995,0.983859,0.977753,0.970682,0.962653,0.953673,0.943753,0.932901,0.921129,0.908448,0.89487,0.880409,0.865079,0.848895,0.831874,0.814032,0.795386,0.775955,0.755759,0.734817,0.71315,0.690778,0.667726,0.644013,0.619666,0.594707,0.569161,0.543054,0.51641,0.489257,0.461621,0.433529,0.40501,0.376091,0.346801,0.317168,0.287223,0.256994,0.226511,0.195805,0.164906,0.133844,0.102649,0.0713542,0.0399893
-0.0499792,-0.0185819,0.0128331,0.044235,0.0755932,0.106877,0.138055,0.169097,0.199972,0.230649,0.261099,0.291292,0.321197,0.350784,0.380026,0.408893,0.437356,0.465387,0.49296,0.520045,0.546618,0.572651,0.598119,0.622997,0.647259,0.670884,0.693845,0.716123,0.737693,0.758536,0.77863,0.797955,0.816493,0.834225,0.851134,0.867204,0.882417,0.896759,0.910216,0.922775,0.934424,0.94515,0.954944,0.963795,0.971695,0.978636,0.984611,0.989614,0.993641,0.996687,0.99875,0.999827,0.999917,0.999021,0.997138,0.994272,0.990424,0.985599,0.979801,0.973037,0.965312,0.956634,0.947012,0.936456,0.924976,0.912582,0.899288,0.885107,0.870052,0.854138,0.837382,0.819799,0.801407,0.782224,0.762269,0.741562,0.720124,0.697974,0.675136,0.651631,0.627483,0.602716,0.577355,0.551423,0.524947,0.497953,0.470468,0.442519,0.414132,0.385337,0.356162,0.326636,0.296786,0.266645,0.236239,0.205601,0.17476,0.143746,0.112591,0.0813249,0.0499792
-0.059964,-0.0285791,0.00283366,0.034243,0.0656185,0.0969292,0.128144,0.159233,0.190164,0.220908,0.251434,0.281711,0.311711,0.341403,0.370758,0.399747,0.428342,0.456513,0.484235,0.511478,0.538217,0.564425,0.590075,0.615143,0.639605,0.663435,0.68661,0.709108,0.730905,0.751982,0.772316,0.791888,0.810679,0.82867,0.845843,0.862181,0.877668,0.892289,0.90603,0.918876,0.930816,0.941837,0.951928,0.96108,0.969284,0.976531,0.982814,0.988127,0.992465,0.995824,0.9982,0.999591,0.999996,0.999413,0.997844,0.995291,0.991755,0.987241,0.981752,0.975294,0.967874,0.959499,0.950177,0.939917,0.928729,0.916625,0.903617,0.889716,0.874938,0.859296,0.842806,0.825484,0.807348,0.788415,0.768704,0.748234,0.727026,0.7051,0.682479,0.659183,0.635238,0.610665,0.58549,0.559737,0.533432,0.5066,0.479268,0.451464,0.423213,0.394545,0.365488,0.33607,0.306321,0.276269,0.245944,0.215377,0.184597,0.153635,0.122521,0.0912875,0.059964
-0.0699428,-0.0385734,-0.00716609,0.0242477,0.0556373,0.0869719,0.118221,0.149353,0.180338,0.211144,0.241743,0.272103,0.302194,0.331987,0.361452,0.390561,0.419284,0.447594,0.475462,0.50286,0.529762,0.556142,0.581973,0.607229,0.631886,0.655919,0.679305,0.702021,0.724044,0.745353,0.765925,0.785742,0.804784,0.823031,0.840466,0.857072,0.872832,0.88773,0.901752,0.914885,0.927114,0.938429,0.948818,0.95827,0.966776,0.974329,0.980919,0.986542,0.991191,0.994862,0.997551,0.999255,0.999974,0.999706,0.998451,0.99621,0.992987,0.988784,0.983604,0.977454,0.97034,0.962268,0.953246,0.943283,0.93239,0.920577,0.907855,0.894237,0.879736,0.864367,0.848145,0.831087,0.813208,0.794526,0.775061,0.75483,0.733855,0.712156,0.689753,0.66667,0.642929,0.618553,0.593567,0.567995,0.541863,0.515196,0.488021,0.460363,0.432252,0.403714,0.374778,0.345471,0.315824,0.285865,0.255624,0.225131,0.194415,0.163508,0.13244,0.101241,0.0699428
-0.0799147,-0.0485639,-0.0171652,0.0142498,0.0456505,0.077006,0.108285,0.139458,0.170493,0.20136,0.232028,0.262467,0.292647,0.322538,0.352111,0.381336,0.410185,0.438629,0.466641,0.494192,0.521255,0.547804,0.573812,0.599254,0.624104,0.648339,0.671933,0.694865,0.717111,0.738649,0.759458,0.779518,0.798808,0.81731,0.835006,0.851877,0.867908,0.883082,0.897385,0.910802,0.92332,0.934928,0.945612,0.955363,0.964172,0.972029,0.978926,0.984857,0.989817,0.993799,0.996801,0.99882,0.999852,0.999898,0.998957,0.99703,0.994119,0.990228,0.985358,0.979517,0.972709,0.96494,0.95622,0.946556,0.935958,0.924436,0.912002,0.898668,0.884446,0.869352,0.8534,0.836607,0.818987,0.800559,0.781341,0.761352,0.740611,0.71914,0.696959,0.67409,0.650555,0.626379,0.601585,0.576197,0.55024,0.523741,0.496724,0.469217,0.441247,0.412842,0.38403,0.354838,0.325296,0.295433,0.265279,0.234862,0.204214,0.173365,0.142345,0.111184,0.0799147
-0.0898786,-0.0585495,-0.0271626,0.00425055,0.0356591,0.0670323,0.0983393,0.129549,0.160631,0.191555,0.22229,0.252805,0.283071,0.313057,0.342734,0.372073,0.401045,0.429621,0.457773,0.485474,0.512695,0.539411,0.565594,0.591218,0.61626,0.640693,0.664494,0.687639,0.710106,0.731871,0.752915,0.773215,0.792753,0.811508,0.829462,0.846598,0.862898,0.878346,0.892928,0.906628,0.919434,0.931333,0.942312,0.952361,0.961471,0.969631,0.976835,0.983074,0.988344,0.992638,0.995953,0.998284,0.99963,0.999991,0.999364,0.99775,0.995152,0.991573,0.987014,0.981481,0.97498,0.967517,0.959099,0.949734,0.939432,0.928203,0.916058,0.903009,0.889068,0.87425,0.85857,0.842042,0.824683,0.806511,0.787542,0.767796,0.747293,0.726052,0.704095,0.681442,0.658117,0.634143,0.609543,0.584341,0.558562,0.532233,0.505378,0.478024,0.450199,0.421929,0.393243,0.364169,0.334735,0.304971,0.274907,0.24457,0.213993,0.183204,0.152235,0.121117,0.0898786
