0.000000000000000000e+00,3.090169943749473958e-01,5.877852522924731371e-01,8.090169943749474513e-01,9.510565162951535312e-01,1.000000000000000000e+00,9.510565162951535312e-01,8.090169943749474513e-01,5.877852522924732481e-01,3.090169943749475068e-01,1.224646799147353207e-16,-3.090169943749477288e-01,-5.877852522924733591e-01,-8.090169943749473402e-01,-9.510565162951535312e-01,-1.000000000000000000e+00,-9.510565162951536422e-01,-8.090169943749470072e-01,-5.877852522924733591e-01,-3.090169943749476178e-01,-2.449293598294706414e-16
0.000000000000000000e+00,3.030253291299799812e-01,5.763884277431021719e-01,7.933306111144112771e-01,9.326160668104521712e-01,9.806105639688624809e-01,9.326160668104521712e-01,7.933306111144113881e-01,5.763884277431023939e-01,3.030253291299800922e-01,4.804844153994393630e-17,-3.030253291299802587e-01,-5.763884277431023939e-01,-7.933306111144111661e-01,-9.326160668104521712e-01,-9.806105639688624809e-01,-9.326160668104521712e-01,-7.933306111144109440e-01,-5.763884277431022829e-01,-3.030253291299801477e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.971498388949998515e-01,5.652125811942894096e-01,7.779483779786651176e-01,9.145331672414198643e-01,9.615970781673305323e-01,9.145331672414198643e-01,7.779483779786653397e-01,5.652125811942896316e-01,2.971498388949999625e-01,3.207539058250289181e-18,-2.971498388950000735e-01,-5.652125811942896316e-01,-7.779483779786651176e-01,-9.145331672414198643e-01,-9.615970781673304213e-01,-9.145331672414197532e-01,-7.779483779786648956e-01,-5.652125811942894096e-01,-2.971498388949999625e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.913882711020824301e-01,5.542534280072286546e-01,7.628643976683205929e-01,8.968008848968387348e-01,9.429522531324763257e-01,8.968008848968387348e-01,7.628643976683209260e-01,5.542534280072287656e-01,2.913882711020825411e-01,-1.643735462103364673e-17,-2.913882711020826521e-01,-5.542534280072287656e-01,-7.628643976683207040e-01,-8.968008848968387348e-01,-9.429522531324763257e-01,-8.968008848968387348e-01,-7.628643976683204819e-01,-5.542534280072286546e-01,-2.913882711020825411e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.857384168593248841e-01,5.435067666198437619e-01,7.480728872292984333e-01,8.794124215064639261e-01,9.246689407399470984e-01,8.794124215064640371e-01,7.480728872292987663e-01,5.435067666198439840e-01,2.857384168593249396e-01,-2.070868633754983321e-17,-2.857384168593249951e-01,-5.435067666198438729e-01,-7.480728872292985443e-01,-8.794124215064640371e-01,-9.246689407399470984e-01,-8.794124215064638150e-01,-7.480728872292983223e-01,-5.435067666198437619e-01,-2.857384168593249396e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.801981101039925370e-01,5.329684769359779306e-01,7.335681758357375237e-01,8.623611106146765737e-01,9.067401314634903065e-01,8.623611106146766847e-01,7.335681758357379678e-01,5.329684769359781527e-01,2.801981101039925370e-01,-1.729323707268214498e-17,-2.801981101039925370e-01,-5.329684769359780416e-01,-7.335681758357377458e-01,-8.623611106146766847e-01,-9.067401314634901954e-01,-8.623611106146765737e-01,-7.335681758357375237e-01,-5.329684769359779306e-01,-2.801981101039925370e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.747652267720855357e-01,5.226345187458150132e-01,7.193447026158923396e-01,8.456404150246725759e-01,8.891589516876137189e-01,8.456404150246726870e-01,7.193447026158926727e-01,5.226345187458152353e-01,2.747652267720855912e-01,-1.003439731712251940e-17,-2.747652267720855357e-01,-5.226345187458150132e-01,-7.193447026158923396e-01,-8.456404150246727980e-01,-8.891589516876137189e-01,-8.456404150246725759e-01,-7.193447026158923396e-01,-5.226345187458150132e-01,-2.747652267720855357e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.694376839840071369e-01,5.125009301769286596e-01,7.053970145201837738e-01,8.292439242922070575e-01,8.719186610723533848e-01,8.292439242922071685e-01,7.053970145201842179e-01,5.125009301769289927e-01,2.694376839840072480e-01,5.339164645645217698e-19,-2.694376839840071924e-01,-5.125009301769286596e-01,-7.053970145201838848e-01,-8.292439242922073905e-01,-8.719186610723534958e-01,-8.292439242922071685e-01,-7.053970145201837738e-01,-5.125009301769286596e-01,-2.694376839840071369e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.642134392460213643e-01,5.025638261753646585e-01,6.917197642305893401e-01,8.131653522679338497e-01,8.550126499691358406e-01,8.131653522679340718e-01,6.917197642305896732e-01,5.025638261753649916e-01,2.642134392460215309e-01,1.275696725931527035e-17,-2.642134392460214198e-01,-5.025638261753646585e-01,-6.917197642305894512e-01,-8.131653522679341828e-01,-8.550126499691360626e-01,-8.131653522679339607e-01,-6.917197642305892291e-01,-5.025638261753646585e-01,-2.642134392460213643e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.590904896671938351e-01,4.928193970161737214e-01,6.783077081105668427e-01,7.973985346873972979e-01,8.384344368867459041e-01,7.973985346873975200e-01,6.783077081105670647e-01,4.928193970161739434e-01,2.590904896671939461e-01,2.788905473177004145e-17,-2.590904896671938351e-01,-4.928193970161737214e-01,-6.783077081105669537e-01,-7.973985346873977420e-01,-8.384344368867462371e-01,-7.973985346873975200e-01,-6.783077081105667316e-01,-4.928193970161736659e-01,-2.590904896671938351e-01,0.000000000000000000e+00
